"113-snk",,"warning","Sink element in type: UserController, method: processLogin, signature: com.veracode.verademo.controller.UserController.processLogin(processLogin(java.lang.String,java.lang.String,java.lang.String,java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)), sink data type: HttpServletResponse","/app/src/main/java/com/veracode/verademo/controller/UserController.java","172","29","172","36"
"113-snk",,"warning","Sink element in type: UserController, method: processLogin, signature: com.veracode.verademo.controller.UserController.processLogin(processLogin(java.lang.String,java.lang.String,java.lang.String,java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)), sink data type: String","/app/src/main/java/com/veracode/verademo/controller/UserController.java","172","39","172","66"
"113-snk",,"warning","Sink element in type: UserController, method: processProfile, signature: com.veracode.verademo.controller.UserController.processProfile(processProfile(java.lang.String,java.lang.String,java.lang.String,org.springframework.web.multipart.MultipartFile,org.springframework.web.multipart.MultipartHttpServletRequest,javax.servlet.http.HttpServletResponse)), sink data type: HttpServletResponse","/app/src/main/java/com/veracode/verademo/controller/UserController.java","602","28","602","35"
"113-snk",,"warning","Sink element in type: UserController, method: processProfile, signature: com.veracode.verademo.controller.UserController.processProfile(processProfile(java.lang.String,java.lang.String,java.lang.String,org.springframework.web.multipart.MultipartFile,org.springframework.web.multipart.MultipartHttpServletRequest,javax.servlet.http.HttpServletResponse)), sink data type: String","/app/src/main/java/com/veracode/verademo/controller/UserController.java","602","38","602","45"
